name,date,signal
EQT.ST,2025-06-23,watchlist
EQT.ST,2025-06-26,buy
EQT.ST,2025-07-17,reset (expired)
EQT.ST,2025-07-18,watchlist
EQT.ST,2025-07-21,buy
EQT.ST,2025-08-06,reset (expired)
ERIC-A.ST,2025-05-13,watchlist
ERIC-A.ST,2025-05-21,buy
ERIC-A.ST,2025-06-09,reset (expired)
ERIC-A.ST,2025-06-10,buy
ERIC-A.ST,2025-06-26,reset (expired)
ERIC-A.ST,2025-06-27,buy
ERIC-A.ST,2025-06-30,watchlist
ERIC-A.ST,2025-07-04,buy
ERIC-A.ST,2025-07-17,watchlist
ERIC-A.ST,2025-07-18,buy
ERIC-A.ST,2025-08-04,watchlist
ERIC-A.ST,2025-08-05,buy
ERIC-B.ST,2025-05-13,watchlist
ERIC-B.ST,2025-05-21,buy
ERIC-B.ST,2025-05-26,watchlist
ERIC-B.ST,2025-05-27,buy
ERIC-B.ST,2025-06-13,reset (expired)
ERIC-B.ST,2025-06-16,watchlist
ERIC-B.ST,2025-06-19,buy
ERIC-B.ST,2025-07-02,watchlist
ERIC-B.ST,2025-07-04,buy
ERIC-B.ST,2025-07-21,reset (expired)
ERIC-B.ST,2025-07-28,watchlist
ERIC-B.ST,2025-08-05,buy
ESSITY-A.ST,2025-05-15,watchlist
ESSITY-A.ST,2025-05-16,buy
ESSITY-A.ST,2025-06-02,reset (expired)
ESSITY-A.ST,2025-06-03,buy
ESSITY-A.ST,2025-06-19,reset (expired)
ESSITY-A.ST,2025-06-26,watchlist
ESSITY-A.ST,2025-06-27,buy
ESSITY-A.ST,2025-07-17,watchlist
ESSITY-A.ST,2025-07-18,buy
ESSITY-A.ST,2025-08-04,reset (expired)
ESSITY-A.ST,2025-08-05,buy
ESSITY-B.ST,2025-05-13,watchlist
ESSITY-B.ST,2025-05-16,buy
ESSITY-B.ST,2025-06-02,reset (expired)
ESSITY-B.ST,2025-06-04,buy
ESSITY-B.ST,2025-06-23,reset (expired)
ESSITY-B.ST,2025-06-27,watchlist
ESSITY-B.ST,2025-06-30,buy
ESSITY-B.ST,2025-07-17,reset (expired)
ESSITY-B.ST,2025-07-28,buy
EVO.ST,2025-05-13,watchlist
EVO.ST,2025-05-14,buy
EVO.ST,2025-05-26,watchlist
EVO.ST,2025-05-27,buy
EVO.ST,2025-06-13,reset (expired)
EVO.ST,2025-06-16,buy
EVO.ST,2025-06-26,watchlist
EVO.ST,2025-06-27,buy
EVO.ST,2025-07-17,reset (expired)
EVO.ST,2025-07-18,buy
EVO.ST,2025-08-04,reset (expired)
EVO.ST,2025-08-05,buy
FABG.ST,2025-05-13,watchlist
FABG.ST,2025-05-14,buy
FABG.ST,2025-05-27,watchlist
FABG.ST,2025-05-28,buy
FABG.ST,2025-06-13,reset (expired)
FABG.ST,2025-06-16,buy
FABG.ST,2025-07-02,reset (expired)
FABG.ST,2025-07-04,watchlist
FABG.ST,2025-07-07,buy
FABG.ST,2025-07-25,reset (expired)
FABG.ST,2025-07-28,buy
FABG.ST,2025-08-04,watchlist
FABG.ST,2025-08-05,buy
FAG.ST,2025-05-13,watchlist
FAG.ST,2025-05-14,buy
FAG.ST,2025-05-27,watchlist
FAG.ST,2025-05-28,buy
FAG.ST,2025-06-13,reset (expired)
FAG.ST,2025-06-27,watchlist
FAG.ST,2025-06-30,buy
FAG.ST,2025-07-17,reset (expired)
FAG.ST,2025-07-18,watchlist
FAG.ST,2025-07-28,buy
FAG.ST,2025-08-04,watchlist
FAG.ST,2025-08-05,buy
FNOX.ST,2025-05-13,watchlist
FNOX.ST,2025-05-14,buy
FNOX.ST,2025-05-30,reset (expired)
FNOX.ST,2025-06-02,buy
FNOX.ST,2025-06-19,reset (expired)
FNOX.ST,2025-06-26,buy
FNOX.ST,2025-07-17,reset (expired)
FNOX.ST,2025-07-21,watchlist
FOI-B.ST,2025-05-13,watchlist
FOI-B.ST,2025-05-14,buy
FOI-B.ST,2025-05-30,watchlist
FOI-B.ST,2025-06-02,buy
FOI-B.ST,2025-06-19,reset (expired)
FOI-B.ST,2025-06-27,watchlist
FOI-B.ST,2025-06-30,buy
FOI-B.ST,2025-07-17,reset (expired)
FOI-B.ST,2025-07-21,buy
FOI-B.ST,2025-08-06,reset (expired)
FPAR-A.ST,2025-05-13,watchlist
FPAR-A.ST,2025-05-14,buy
FPAR-A.ST,2025-05-30,reset (expired)
FPAR-A.ST,2025-06-05,watchlist
FPAR-A.ST,2025-06-09,buy
FPAR-A.ST,2025-06-26,reset (expired)
FPAR-A.ST,2025-06-27,buy
FPAR-A.ST,2025-07-02,watchlist
FPAR-A.ST,2025-07-04,buy
FPAR-A.ST,2025-07-21,watchlist
FPAR-A.ST,2025-07-25,buy
GETI-B.ST,2025-05-13,watchlist
GETI-B.ST,2025-05-26,buy
GETI-B.ST,2025-06-11,reset (expired)
GETI-B.ST,2025-06-16,buy
GETI-B.ST,2025-07-02,watchlist
GETI-B.ST,2025-07-04,buy
GETI-B.ST,2025-07-18,watchlist
GETI-B.ST,2025-07-21,buy
GETI-B.ST,2025-08-04,watchlist
GETI-B.ST,2025-08-05,buy
GOTL-A.ST,2025-05-14,watchlist
GOTL-A.ST,2025-05-21,buy
GOTL-A.ST,2025-06-09,reset (expired)
GOTL-A.ST,2025-06-10,buy
GOTL-A.ST,2025-06-27,reset (expired)
GOTL-A.ST,2025-06-30,buy
GOTL-A.ST,2025-07-17,reset (expired)
GOTL-A.ST,2025-07-21,buy
GOTL-A.ST,2025-08-06,reset (expired)
GOTL-A.ST,2025-08-08,buy
GRNG.ST,2025-05-13,watchlist
GRNG.ST,2025-05-14,buy
GRNG.ST,2025-05-30,reset (expired)
GRNG.ST,2025-06-02,buy
GRNG.ST,2025-06-09,watchlist
GRNG.ST,2025-06-10,buy
GRNG.ST,2025-06-13,sell
GRNG.ST,2025-06-16,watchlist
GRNG.ST,2025-07-02,reset (expired)
GRNG.ST,2025-07-04,buy
GRNG.ST,2025-07-18,watchlist
GRNG.ST,2025-07-21,buy
GRNG.ST,2025-08-05,watchlist
GRNG.ST,2025-08-06,buy
HEBA-B.ST,2025-05-13,watchlist
HEBA-B.ST,2025-05-14,buy
HEBA-B.ST,2025-05-30,reset (expired)
HEBA-B.ST,2025-06-03,buy
HEBA-B.ST,2025-06-26,sell
HEBA-B.ST,2025-06-27,watchlist
HEBA-B.ST,2025-06-30,buy
HEBA-B.ST,2025-07-17,watchlist
HEBA-B.ST,2025-07-18,buy
HEBA-B.ST,2025-08-04,reset (expired)
HEBA-B.ST,2025-08-05,buy
HEM.ST,2025-05-14,watchlist
HEM.ST,2025-05-15,buy
HEM.ST,2025-05-27,watchlist
HEM.ST,2025-05-28,buy
HEM.ST,2025-06-13,reset (expired)
HEM.ST,2025-06-23,watchlist
HEM.ST,2025-06-26,buy
HEM.ST,2025-07-17,reset (expired)
HEM.ST,2025-07-18,buy
HEM.ST,2025-07-21,watchlist
HEM.ST,2025-08-05,buy
HEXA-B.ST,2025-05-13,watchlist
HEXA-B.ST,2025-05-30,buy
HEXA-B.ST,2025-06-04,watchlist
HEXA-B.ST,2025-06-05,buy
HEXA-B.ST,2025-06-13,sell
HEXA-B.ST,2025-06-26,watchlist
HEXA-B.ST,2025-06-27,buy
HEXA-B.ST,2025-07-17,reset (expired)
HEXA-B.ST,2025-07-18,watchlist
HEXA-B.ST,2025-07-21,buy
HEXA-B.ST,2025-08-04,watchlist
HEXA-B.ST,2025-08-05,buy
HM-B.ST,2025-05-13,watchlist
HM-B.ST,2025-05-14,buy
HM-B.ST,2025-05-26,watchlist
HM-B.ST,2025-06-10,buy
HM-B.ST,2025-06-16,watchlist
HM-B.ST,2025-06-23,sell
HM-B.ST,2025-06-26,watchlist
HM-B.ST,2025-06-27,buy
HM-B.ST,2025-07-17,reset (expired)
HM-B.ST,2025-07-18,watchlist
HM-B.ST,2025-07-21,buy
HM-B.ST,2025-08-06,reset (expired)
HM-B.ST,2025-08-08,buy
HMS.ST,2025-05-13,watchlist
HMS.ST,2025-05-14,buy
HMS.ST,2025-05-30,reset (expired)
HMS.ST,2025-06-02,buy
HMS.ST,2025-06-13,sell
HMS.ST,2025-06-23,watchlist
HMS.ST,2025-06-26,buy
HMS.ST,2025-07-17,reset (expired)
HMS.ST,2025-07-18,watchlist
HMS.ST,2025-07-21,buy
HMS.ST,2025-08-05,watchlist
HMS.ST,2025-08-06,buy
HOFI.ST,2025-05-13,watchlist
HOFI.ST,2025-05-14,buy
HOFI.ST,2025-05-30,reset (expired)
HOFI.ST,2025-06-02,buy
HOFI.ST,2025-06-23,reset (expired)
HOFI.ST,2025-06-26,buy
HOFI.ST,2025-07-04,watchlist
HOFI.ST,2025-07-21,buy
HOFI.ST,2025-07-30,sell
HOFI.ST,2025-08-01,watchlist
HOFI.ST,2025-08-06,buy
HOLM-A.ST,2025-05-13,watchlist
HOLM-A.ST,2025-05-16,buy
HOLM-A.ST,2025-05-26,watchlist
HOLM-A.ST,2025-05-27,buy
HOLM-A.ST,2025-06-09,watchlist
HOLM-A.ST,2025-06-10,buy
HOLM-A.ST,2025-06-26,reset (expired)
HOLM-A.ST,2025-06-27,buy
HOLM-A.ST,2025-07-17,reset (expired)
HOLM-A.ST,2025-07-25,buy
HPOL-B.ST,2025-05-13,watchlist
HPOL-B.ST,2025-05-16,buy
HPOL-B.ST,2025-06-02,reset (expired)
HPOL-B.ST,2025-06-04,buy
HPOL-B.ST,2025-06-23,reset (expired)
HPOL-B.ST,2025-06-26,buy
HPOL-B.ST,2025-07-17,reset (expired)
HPOL-B.ST,2025-07-18,buy
HPOL-B.ST,2025-08-04,reset (expired)
HPOL-B.ST,2025-08-05,watchlist
HPOL-B.ST,2025-08-06,buy
HTRO.ST,2025-05-13,watchlist
HTRO.ST,2025-05-16,buy
HTRO.ST,2025-05-26,watchlist
HTRO.ST,2025-05-27,buy
HTRO.ST,2025-06-13,reset (expired)
HTRO.ST,2025-06-16,buy
HTRO.ST,2025-06-19,sell
HTRO.ST,2025-06-26,watchlist
HTRO.ST,2025-06-27,buy
HTRO.ST,2025-07-17,sell
HTRO.ST,2025-07-25,watchlist
HTRO.ST,2025-07-28,buy
HTRO.ST,2025-08-05,watchlist
HTRO.ST,2025-08-06,buy
HUFV-A.ST,2025-05-13,watchlist
HUFV-A.ST,2025-05-16,buy
HUFV-A.ST,2025-05-26,watchlist
HUFV-A.ST,2025-05-27,buy
HUFV-A.ST,2025-06-13,reset (expired)
HUFV-A.ST,2025-06-16,buy
HUFV-A.ST,2025-07-02,reset (expired)
HUFV-A.ST,2025-07-04,buy
HUFV-A.ST,2025-07-21,reset (expired)
HUFV-A.ST,2025-07-25,buy
HUSQ-A.ST,2025-05-13,watchlist
HUSQ-A.ST,2025-05-21,buy
HUSQ-A.ST,2025-05-26,watchlist
HUSQ-A.ST,2025-05-27,buy
HUSQ-A.ST,2025-06-13,reset (expired)
HUSQ-A.ST,2025-06-23,watchlist
HUSQ-A.ST,2025-06-26,buy
HUSQ-A.ST,2025-07-17,reset (expired)
HUSQ-A.ST,2025-07-18,buy
HUSQ-A.ST,2025-07-28,watchlist
HUSQ-A.ST,2025-08-06,buy
INDT.ST,2025-05-13,watchlist
INDT.ST,2025-05-14,buy
INDT.ST,2025-05-20,watchlist
INDT.ST,2025-05-27,buy
INDT.ST,2025-06-13,reset (expired)
INDT.ST,2025-06-16,buy
INDT.ST,2025-07-02,reset (expired)
INDT.ST,2025-07-04,buy
INDT.ST,2025-07-18,watchlist
INDT.ST,2025-07-21,buy
INDT.ST,2025-08-05,watchlist
INDT.ST,2025-08-06,buy
INDU-A.ST,2025-05-13,watchlist
INDU-A.ST,2025-05-14,buy
INDU-A.ST,2025-05-30,reset (expired)
INDU-A.ST,2025-06-03,buy
INDU-A.ST,2025-06-19,reset (expired)
INDU-A.ST,2025-06-26,buy
INDU-A.ST,2025-07-17,reset (expired)
INDU-A.ST,2025-07-25,buy
INSTAL.ST,2025-05-13,watchlist
INSTAL.ST,2025-05-16,buy
INSTAL.ST,2025-06-02,reset (expired)
INSTAL.ST,2025-06-03,watchlist
INSTAL.ST,2025-06-04,buy
INSTAL.ST,2025-06-10,sell
INSTAL.ST,2025-06-11,watchlist
INSTAL.ST,2025-06-13,buy
INSTAL.ST,2025-06-19,sell
INSTAL.ST,2025-06-26,watchlist
INSTAL.ST,2025-06-27,buy
INSTAL.ST,2025-07-17,reset (expired)
INSTAL.ST,2025-07-18,buy
INSTAL.ST,2025-08-04,watchlist
INSTAL.ST,2025-08-05,buy
INTEA-B.ST,2025-05-13,watchlist
INTEA-B.ST,2025-05-14,buy
INTEA-B.ST,2025-05-30,reset (expired)
INTEA-B.ST,2025-06-02,buy
INTEA-B.ST,2025-06-09,watchlist
INTEA-B.ST,2025-06-16,buy
INTEA-B.ST,2025-07-02,reset (expired)
INTEA-B.ST,2025-07-04,buy
INTEA-B.ST,2025-07-21,reset (expired)
INTEA-B.ST,2025-07-25,buy
INVE-A.ST,2025-05-13,watchlist
INVE-A.ST,2025-05-21,buy
INVE-A.ST,2025-05-26,watchlist
INVE-A.ST,2025-06-05,buy
INVE-A.ST,2025-06-23,reset (expired)
INVE-A.ST,2025-06-26,buy
INVE-A.ST,2025-07-17,reset (expired)
INVE-A.ST,2025-07-18,buy
INVE-A.ST,2025-07-28,watchlist
INVE-A.ST,2025-08-04,buy
INVE-B.ST,2025-05-13,watchlist
INVE-B.ST,2025-05-30,reset (expired)
INVE-B.ST,2025-06-04,watchlist
INVE-B.ST,2025-06-05,buy
INVE-B.ST,2025-06-23,reset (expired)
INVE-B.ST,2025-06-26,buy
INVE-B.ST,2025-07-17,reset (expired)
INVE-B.ST,2025-07-18,buy
INVE-B.ST,2025-07-28,watchlist
INVE-B.ST,2025-08-05,buy
INWI.ST,2025-05-13,watchlist
INWI.ST,2025-05-14,buy
INWI.ST,2025-05-26,watchlist
INWI.ST,2025-05-27,buy
INWI.ST,2025-06-13,reset (expired)
INWI.ST,2025-06-26,watchlist
INWI.ST,2025-06-27,buy
INWI.ST,2025-07-17,reset (expired)
INWI.ST,2025-07-18,buy
INWI.ST,2025-08-04,reset (expired)
INWI.ST,2025-08-05,buy
IPCO.ST,2025-05-13,watchlist
IPCO.ST,2025-05-14,buy
IPCO.ST,2025-05-21,watchlist
IPCO.ST,2025-05-22,buy
IPCO.ST,2025-06-09,reset (expired)
IPCO.ST,2025-06-10,buy
IPCO.ST,2025-06-26,sell
IPCO.ST,2025-06-27,watchlist
IPCO.ST,2025-07-02,buy
IPCO.ST,2025-07-17,watchlist
IPCO.ST,2025-07-18,buy
IPCO.ST,2025-08-04,reset (expired)
IPCO.ST,2025-08-05,buy
ITAB.ST,2025-05-13,watchlist
ITAB.ST,2025-05-14,buy
ITAB.ST,2025-05-19,watchlist
ITAB.ST,2025-05-27,buy
ITAB.ST,2025-06-13,reset (expired)
ITAB.ST,2025-06-16,buy
ITAB.ST,2025-07-02,reset (expired)
ITAB.ST,2025-07-04,buy
ITAB.ST,2025-07-21,watchlist
ITAB.ST,2025-08-04,buy
IVSO.ST,2025-05-13,watchlist
IVSO.ST,2025-05-16,buy
IVSO.ST,2025-06-02,reset (expired)
IVSO.ST,2025-06-03,buy
IVSO.ST,2025-06-13,watchlist
IVSO.ST,2025-06-16,buy
IVSO.ST,2025-07-02,reset (expired)
IVSO.ST,2025-07-04,buy
IVSO.ST,2025-07-18,watchlist
IVSO.ST,2025-08-04,reset (expired)
IVSO.ST,2025-08-05,buy
JM.ST,2025-05-13,watchlist
JM.ST,2025-05-14,buy
JM.ST,2025-05-26,watchlist
JM.ST,2025-05-30,buy
JM.ST,2025-06-05,watchlist
JM.ST,2025-06-09,buy
JM.ST,2025-06-26,reset (expired)
JM.ST,2025-06-27,buy
JM.ST,2025-07-17,reset (expired)
JM.ST,2025-07-18,buy
JM.ST,2025-08-04,reset (expired)
JM.ST,2025-08-05,buy
KAR.ST,2025-05-13,watchlist
KAR.ST,2025-05-20,buy
KAR.ST,2025-06-05,reset (expired)
KAR.ST,2025-06-09,buy
KAR.ST,2025-06-26,reset (expired)
KAR.ST,2025-06-27,buy
KAR.ST,2025-07-17,reset (expired)
KAR.ST,2025-07-18,buy
KAR.ST,2025-08-04,watchlist
KINV-A.ST,2025-05-13,watchlist
KINV-A.ST,2025-05-16,buy
KINV-A.ST,2025-06-02,reset (expired)
KINV-A.ST,2025-06-03,buy
KINV-A.ST,2025-06-13,sell
KINV-A.ST,2025-06-19,watchlist
KINV-A.ST,2025-06-27,buy
KINV-A.ST,2025-07-17,reset (expired)
KINV-A.ST,2025-07-18,buy
KINV-A.ST,2025-07-28,watchlist
KINV-A.ST,2025-08-08,buy
KINV-B.ST,2025-05-13,watchlist
KINV-B.ST,2025-05-14,buy
KINV-B.ST,2025-05-26,watchlist
KINV-B.ST,2025-05-27,buy
KINV-B.ST,2025-06-04,watchlist
KINV-B.ST,2025-06-05,buy
KINV-B.ST,2025-06-23,reset (expired)
KINV-B.ST,2025-06-26,watchlist
KINV-B.ST,2025-06-27,buy
KINV-B.ST,2025-07-17,reset (expired)
KINV-B.ST,2025-07-18,buy
KINV-B.ST,2025-08-04,watchlist
KINV-B.ST,2025-08-05,buy
LAGR-B.ST,2025-05-13,watchlist
LAGR-B.ST,2025-05-14,buy
LAGR-B.ST,2025-05-30,reset (expired)
LAGR-B.ST,2025-06-03,buy
LAGR-B.ST,2025-06-23,reset (expired)
LAGR-B.ST,2025-06-26,buy
LAGR-B.ST,2025-07-17,reset (expired)
LAGR-B.ST,2025-07-30,watchlist
LAGR-B.ST,2025-08-05,buy
LATO-B.ST,2025-05-13,watchlist
LATO-B.ST,2025-05-14,buy
LATO-B.ST,2025-05-19,watchlist
LATO-B.ST,2025-05-20,buy
LATO-B.ST,2025-05-26,watchlist
LATO-B.ST,2025-05-27,buy
LATO-B.ST,2025-06-04,watchlist
LATO-B.ST,2025-06-05,buy
LATO-B.ST,2025-06-23,reset (expired)
LATO-B.ST,2025-06-26,watchlist
LATO-B.ST,2025-06-27,buy
LATO-B.ST,2025-07-17,reset (expired)
LATO-B.ST,2025-07-18,buy
LATO-B.ST,2025-08-04,watchlist
LATO-B.ST,2025-08-05,buy
LIAB.ST,2025-05-13,watchlist
LIAB.ST,2025-05-14,buy
LIAB.ST,2025-05-30,reset (expired)
LIAB.ST,2025-06-04,buy
LIAB.ST,2025-06-23,reset (expired)
LIAB.ST,2025-06-26,watchlist
LIAB.ST,2025-06-27,buy
LIAB.ST,2025-07-02,watchlist
LIAB.ST,2025-07-04,buy
LIAB.ST,2025-07-18,watchlist
LIAB.ST,2025-07-21,buy
LIAB.ST,2025-08-01,sell
LIAB.ST,2025-08-04,watchlist
LIAB.ST,2025-08-05,buy
LIFCO-B.ST,2025-05-13,watchlist
LIFCO-B.ST,2025-05-16,buy
LIFCO-B.ST,2025-06-02,reset (expired)
LIFCO-B.ST,2025-06-03,buy
LIFCO-B.ST,2025-06-19,reset (expired)
LIFCO-B.ST,2025-06-26,watchlist
LIFCO-B.ST,2025-06-27,buy
LIFCO-B.ST,2025-07-17,watchlist
LIFCO-B.ST,2025-07-18,buy
LIFCO-B.ST,2025-07-28,watchlist
LIFCO-B.ST,2025-08-04,buy
LIME.ST,2025-05-13,watchlist
LIME.ST,2025-05-14,buy
LIME.ST,2025-05-30,reset (expired)
LIME.ST,2025-06-02,buy
LIME.ST,2025-06-19,reset (expired)
LIME.ST,2025-06-26,watchlist
LIME.ST,2025-06-27,buy
LIME.ST,2025-07-17,reset (expired)
LIME.ST,2025-07-25,watchlist
LOOMIS.ST,2025-05-13,watchlist
LOOMIS.ST,2025-05-16,buy
LOOMIS.ST,2025-06-02,reset (expired)
LOOMIS.ST,2025-06-03,watchlist
LOOMIS.ST,2025-06-04,buy
LOOMIS.ST,2025-06-23,reset (expired)
LOOMIS.ST,2025-06-26,buy
LOOMIS.ST,2025-07-10,watchlist
LOOMIS.ST,2025-07-11,buy
LOOMIS.ST,2025-07-28,reset (expired)
LOOMIS.ST,2025-07-30,buy
LUND-B.ST,2025-05-13,watchlist
LUND-B.ST,2025-05-16,buy
LUND-B.ST,2025-05-26,watchlist
LUND-B.ST,2025-05-30,buy
LUND-B.ST,2025-06-04,watchlist
LUND-B.ST,2025-06-05,buy
LUND-B.ST,2025-06-23,reset (expired)
LUND-B.ST,2025-06-26,buy
LUND-B.ST,2025-07-10,watchlist
LUND-B.ST,2025-07-11,buy
LUND-B.ST,2025-07-25,watchlist
LUND-B.ST,2025-07-28,buy
MCAP.ST,2025-05-14,watchlist
MCAP.ST,2025-05-27,buy
MCAP.ST,2025-06-04,watchlist
MCAP.ST,2025-06-05,buy
MCAP.ST,2025-06-23,reset (expired)
MCAP.ST,2025-06-26,buy
MCAP.ST,2025-07-17,reset (expired)
MCAP.ST,2025-07-18,watchlist
MCAP.ST,2025-07-21,buy
MCAP.ST,2025-08-04,watchlist
MCAP.ST,2025-08-05,buy
MCOV-B.ST,2025-05-13,watchlist
MCOV-B.ST,2025-05-14,buy
MCOV-B.ST,2025-05-26,watchlist
MCOV-B.ST,2025-05-27,buy
MCOV-B.ST,2025-06-13,reset (expired)
MCOV-B.ST,2025-06-16,buy
MCOV-B.ST,2025-07-02,reset (expired)
MCOV-B.ST,2025-07-04,buy
MCOV-B.ST,2025-07-21,reset (expired)
MCOV-B.ST,2025-07-25,buy
MEKO.ST,2025-05-13,watchlist
MEKO.ST,2025-05-26,buy
MEKO.ST,2025-06-11,reset (expired)
MEKO.ST,2025-06-26,watchlist
MEKO.ST,2025-06-27,buy
MEKO.ST,2025-07-02,watchlist
MEKO.ST,2025-07-04,buy
MEKO.ST,2025-07-21,reset (expired)
MEKO.ST,2025-07-25,watchlist
MEKO.ST,2025-07-28,buy
MEKO.ST,2025-08-06,watchlist
MEKO.ST,2025-08-08,buy
MILDEF.ST,2025-05-14,watchlist
MILDEF.ST,2025-05-15,buy
MILDEF.ST,2025-06-02,reset (expired)
MILDEF.ST,2025-06-03,sell
MILDEF.ST,2025-06-04,watchlist
MILDEF.ST,2025-06-23,reset (expired)
MILDEF.ST,2025-06-26,watchlist
MILDEF.ST,2025-07-04,buy
MILDEF.ST,2025-07-11,sell
MILDEF.ST,2025-07-18,watchlist
MILDEF.ST,2025-07-21,buy
MILDEF.ST,2025-08-04,watchlist
MILDEF.ST,2025-08-05,buy
MIPS.ST,2025-05-13,watchlist
MIPS.ST,2025-05-30,buy
MIPS.ST,2025-06-16,reset (expired)
MIPS.ST,2025-06-23,sell
MIPS.ST,2025-06-26,watchlist
MIPS.ST,2025-06-27,buy
MIPS.ST,2025-07-17,reset (expired)
MIPS.ST,2025-07-21,buy
MIPS.ST,2025-08-06,reset (expired)
MMGR-B.ST,2025-05-13,watchlist
MMGR-B.ST,2025-05-16,buy
MMGR-B.ST,2025-06-02,reset (expired)
MMGR-B.ST,2025-06-03,watchlist
MMGR-B.ST,2025-06-04,buy
MMGR-B.ST,2025-06-13,watchlist
MMGR-B.ST,2025-06-27,buy
MMGR-B.ST,2025-07-04,watchlist
MMGR-B.ST,2025-07-21,reset (expired)
MMGR-B.ST,2025-07-25,watchlist
MMGR-B.ST,2025-08-06,buy
MTG-A.ST,2025-05-13,watchlist
MTG-A.ST,2025-05-14,buy
MTG-A.ST,2025-05-19,watchlist
MTG-A.ST,2025-05-20,buy
MTG-A.ST,2025-06-05,watchlist
MTG-A.ST,2025-06-11,buy
MTG-A.ST,2025-06-27,reset (expired)
MTG-A.ST,2025-06-30,buy
MTG-A.ST,2025-07-09,watchlist
MTG-A.ST,2025-07-25,reset (expired)
MTG-A.ST,2025-07-28,watchlist
MTG-A.ST,2025-07-30,buy
MTRS.ST,2025-05-13,watchlist
MTRS.ST,2025-05-27,buy
MTRS.ST,2025-06-13,reset (expired)
MTRS.ST,2025-06-16,watchlist
MTRS.ST,2025-06-27,buy
MTRS.ST,2025-07-11,watchlist
MTRS.ST,2025-07-17,buy
MTRS.ST,2025-07-28,watchlist
MTRS.ST,2025-07-30,buy
MTRS.ST,2025-08-05,watchlist
MYCR.ST,2025-05-13,watchlist
MYCR.ST,2025-05-14,buy
MYCR.ST,2025-05-21,watchlist
MYCR.ST,2025-06-05,buy
MYCR.ST,2025-06-11,watchlist
MYCR.ST,2025-06-13,sell
MYCR.ST,2025-06-16,watchlist
MYCR.ST,2025-06-19,buy
MYCR.ST,2025-07-04,watchlist
MYCR.ST,2025-07-07,buy
MYCR.ST,2025-07-25,reset (expired)
MYCR.ST,2025-07-28,watchlist
MYCR.ST,2025-07-30,buy
NCAB.ST,2025-05-13,watchlist
NCAB.ST,2025-05-14,buy
NCAB.ST,2025-05-30,reset (expired)
NCAB.ST,2025-06-03,buy
NCAB.ST,2025-06-13,sell
NCAB.ST,2025-06-26,watchlist
NCAB.ST,2025-06-27,buy
NCAB.ST,2025-07-17,reset (expired)
NCAB.ST,2025-07-18,buy
NCAB.ST,2025-07-28,watchlist
NCC-A.ST,2025-05-13,watchlist
NCC-A.ST,2025-05-14,buy
NCC-A.ST,2025-05-30,reset (expired)
NCC-A.ST,2025-06-03,buy
NCC-A.ST,2025-06-19,reset (expired)
NCC-A.ST,2025-06-26,buy
NCC-A.ST,2025-07-17,reset (expired)
NCC-A.ST,2025-07-21,buy
NCC-A.ST,2025-08-06,reset (expired)
NCC-A.ST,2025-08-08,buy
NDA-SE.ST,2025-05-14,watchlist
NDA-SE.ST,2025-05-15,buy
NDA-SE.ST,2025-06-02,reset (expired)
NDA-SE.ST,2025-06-03,buy
NDA-SE.ST,2025-06-23,reset (expired)
NDA-SE.ST,2025-06-26,buy
NDA-SE.ST,2025-07-17,reset (expired)
NDA-SE.ST,2025-07-18,buy
NDA-SE.ST,2025-08-04,reset (expired)
NDA-SE.ST,2025-08-05,buy
NEWA-B.ST,2025-05-13,watchlist
NEWA-B.ST,2025-05-14,buy
NEWA-B.ST,2025-05-19,watchlist
NEWA-B.ST,2025-05-27,buy
NEWA-B.ST,2025-06-13,reset (expired)
NEWA-B.ST,2025-06-16,buy
NEWA-B.ST,2025-07-02,reset (expired)
NEWA-B.ST,2025-07-04,buy
NEWA-B.ST,2025-07-21,watchlist
NEWA-B.ST,2025-07-25,buy
NIBE-B.ST,2025-05-13,watchlist
NIBE-B.ST,2025-05-14,buy
NIBE-B.ST,2025-05-26,watchlist
NIBE-B.ST,2025-05-27,buy
NIBE-B.ST,2025-06-04,watchlist
NIBE-B.ST,2025-06-05,buy
NIBE-B.ST,2025-06-11,watchlist
NIBE-B.ST,2025-06-27,buy
NIBE-B.ST,2025-07-17,reset (expired)
NIBE-B.ST,2025-07-18,watchlist
NIBE-B.ST,2025-07-28,buy
NIBE-B.ST,2025-08-01,sell
NIBE-B.ST,2025-08-06,watchlist
NIBE-B.ST,2025-08-08,buy
NMAN.ST,2025-05-13,watchlist
NMAN.ST,2025-05-16,buy
NMAN.ST,2025-06-02,reset (expired)
NMAN.ST,2025-06-03,buy
NMAN.ST,2025-06-19,reset (expired)
NMAN.ST,2025-06-27,watchlist
NMAN.ST,2025-06-30,buy
NMAN.ST,2025-07-17,reset (expired)
NMAN.ST,2025-07-18,watchlist
NMAN.ST,2025-07-21,buy
NMAN.ST,2025-08-06,reset (expired)
NMAN.ST,2025-08-08,watchlist
NOLA-B.ST,2025-05-13,watchlist
NOLA-B.ST,2025-05-14,buy
NOLA-B.ST,2025-05-19,watchlist
NOLA-B.ST,2025-05-20,buy
NOLA-B.ST,2025-05-26,watchlist
NOLA-B.ST,2025-05-27,buy
NOLA-B.ST,2025-06-13,reset (expired)
NOLA-B.ST,2025-06-23,watchlist
NOLA-B.ST,2025-06-26,buy
NOLA-B.ST,2025-07-17,reset (expired)
NOLA-B.ST,2025-07-18,buy
