name,date,open,high,low,close,volume,trades,value,change,previous_close,main_sector,sub_sector,change_pct
CNIF,2025-12-22,100.0,0.0,0.0,0.0,970,13,106692.6,0.0,100.0,,,-100.0
CONHALLPLC,2025-12-22,4.3,4.31,4.21,4.21,1090012,60,4631762.38,-0.09,4.3,PLC,FINANCIAL SERVICES- Banking,-2.09
CONOIL,2025-12-22,187.2,0.0,0.0,0.0,7151,73,1216823.5,0.0,187.2,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
CORNERST,2025-12-22,5.79,0.0,0.0,0.0,590466,55,3313101.02,0.0,5.79,PLC,FINANCIAL SERVICES- Banking,-100.0
CUSTODIAN,2025-12-22,39.0,39.0,35.1,35.1,22078757,153,857152109.0,-3.9,39.0,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-10.0
CUTIX,2025-12-22,3.0,3.0,2.95,3.0,4835598,230,14465265.8,0.0,3.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Electronic and Electrical Products,0.0
CWG,2025-12-22,18.6,18.8,16.75,18.8,4491323,234,78646129.4,0.2,18.6,ICT,ICT- IT Services,1.08
DAARCOMM,2025-12-22,0.94,0.94,0.87,0.94,1788668,107,1598381.2,0.0,0.94,SERVICES,SERVICES- Media/Entertainment,0.0
DANGCEM,2025-12-22,610.0,0.0,0.0,0.0,971663,1035,585907709.9,0.0,610.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
DANGSUGAR,2025-12-22,59.0,60.0,60.0,60.0,1715210,998,102330089.0,1.0,59.0,CONSUMER GOODS,CONSUMER GOODS- Food Products,1.69
DEAPCAP [DWL],2025-12-22,1.7,1.7,1.67,1.7,6104420,46,10346658.7,0.0,1.7,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,0.0
DUNLOP [DIP],2025-12-22,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.2,CONSUMER GOODS,CONSUMER GOODS- Automobiles/Auto Parts,-100.0
EKOCORP [DIP],2025-12-22,5.8,0.0,0.0,0.0,0,0,0.0,0.0,5.8,HEALTHCARE,HEALTHCARE- Healthcare Providers,-100.0
ELLAHLAKES,2025-12-22,13.95,14.0,13.05,13.4,11825991,844,158062308.95,-0.55,13.95,AGRICULTURE,AGRICULTURE- Crop Production,-3.94
ENAMELWA,2025-12-22,40.5,0.0,0.0,0.0,1267,2,51313.5,0.0,40.5,CONSUMER GOODS,CONSUMER GOODS- Household Durables,-100.0
ETERNA,2025-12-22,28.5,0.0,0.0,0.0,180902,128,5194063.4,0.0,28.5,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
ETI,2025-12-22,37.9,38.0,37.9,38.0,7419352,141,281615284.85,0.1,37.9,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,0.26
ETRANZACT,2025-12-22,12.6,0.0,0.0,0.0,694690,83,7988608.9,0.0,12.6,ICT,ICT- Processing Systems,-100.0
EUNISELL,2025-12-22,80.0,0.0,0.0,0.0,108343,82,8397470.35,0.0,80.0,SERVICES,SERVICES- Specialty,-100.0
FCMB,2025-12-22,10.6,10.6,10.45,10.6,2723517,469,28738933.7,0.0,10.6,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,0.0
FIDELITYBK,2025-12-22,19.0,19.75,19.0,19.75,3148941,553,60353327.15,0.75,19.0,INCORPORATED,FINANCIAL SERVICES- Banking,3.95
FIDSON,2025-12-22,43.0,0.0,0.0,0.0,173140,240,7242945.45,0.0,43.0,HEALTHCARE,HEALTHCARE- Pharmaceuticals,-100.0
FIRSTHOLDCO,2025-12-22,44.95,46.8,44.95,46.05,27293365,1090,1247648372.4,1.1,44.95,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,2.45
FTGINSURE [DWL],2025-12-22,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.2,,,-100.0
FTNCOCOA [RST],2025-12-22,4.42,4.69,4.55,4.69,1675274,135,7764252.06,0.27,4.42,AGRICULTURE,AGRICULTURE- Crop Production,6.11
GEREGU,2025-12-22,1141.5,0.0,0.0,0.0,2237,64,2298293.8,0.0,1141.5,UTILITIES,UTILITIES- Electric Power Generation,-100.0
GOLDBREW [BMF],2025-12-22,7.1,0.0,0.0,0.0,0,0,0.0,0.0,7.1,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-100.0
GTCO,2025-12-22,88.1,88.3,88.1,88.3,2234300,1432,197136227.5,0.2,88.1,INCORPORATED,FINANCIAL SERVICES- Banking,0.23
GUINEAINS,2025-12-22,1.22,1.18,1.13,1.13,1556343,64,1821029.95,-0.09,1.22,PLC,FINANCIAL SERVICES- Banking,-7.38
GUINNESS,2025-12-22,289.7,0.0,0.0,0.0,438822,162,139773041.2,0.0,289.7,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-100.0
HMCALL,2025-12-22,3.99,0.0,0.0,0.0,155677,21,607972.29,0.0,3.99,FUND,CONSTRUCTION/REAL ESTATE- Real Estate Development,-100.0
HONYFLOUR,2025-12-22,17.75,0.0,0.0,0.0,1098282,395,21270669.1,0.0,17.75,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
IKEJAHOTEL,2025-12-22,33.1,31.5,31.5,31.5,726695,127,22498731.35,-1.6,33.1,SERVICES,SERVICES- Hotels/Lodging,-4.83
IMG,2025-12-22,32.4,0.0,0.0,0.0,4220,8,135507.5,0.0,32.4,NATURAL RESOURCES,NATURAL RESOURCES- Chemicals,-100.0
INFINITY [BLS],2025-12-22,7.0,0.0,0.0,0.0,350,1,2660.0,0.0,7.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Micro-Finance Banks,-100.0
INTBREW,2025-12-22,12.0,12.5,12.5,12.5,772303,131,9652996.05,0.5,12.0,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,4.17
INTENEGINS,2025-12-22,2.27,0.0,0.0,0.0,138930,25,321671.81,0.0,2.27,PLC,FINANCIAL SERVICES- Banking,-100.0
JAIZBANK,2025-12-22,4.64,4.79,4.63,4.63,2726398,528,12886763.87,-0.01,4.64,INCORPORATED,FINANCIAL SERVICES- Banking,-0.22
JAPAULGOLD,2025-12-22,2.38,2.44,2.31,2.4,5823563,133,13780693.33,0.02,2.38,OIL AND GAS,OIL AND GAS- Energy Equipment and Services,0.84
JBERGER,2025-12-22,139.0,0.0,0.0,0.0,54627,119,7562331.0,0.0,139.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
JOHNHOLT,2025-12-22,4.9,0.0,0.0,0.0,77589,26,412740.15,0.0,4.9,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
JULI,2025-12-22,8.06,0.0,0.0,0.0,670,3,4864.2,0.0,8.06,SERVICES,SERVICES- Food/Drug Retailers and Wholesalers,-100.0
LASACO,2025-12-22,2.47,2.6,2.47,2.5,7465650,89,18925851.15,0.03,2.47,PLC,FINANCIAL SERVICES- Banking,1.21
LEARNAFRCA,2025-12-22,6.3,6.3,6.3,6.3,368256,43,2325892.85,0.0,6.3,SERVICES,SERVICES- Printing/Publishing,0.0
LEGENDINT,2025-12-22,5.55,0.0,0.0,0.0,192041,37,1040308.45,0.0,5.55,ICT,ICT- IT Services,-100.0
LINKASSURE,2025-12-22,1.7,1.72,1.72,1.72,1134797,52,1970514.77,0.02,1.7,PLC,FINANCIAL SERVICES- Banking,1.18
LIVESTOCK,2025-12-22,6.25,0.0,0.0,0.0,300359,92,1800927.2,0.0,6.25,AGRICULTURE,AGRICULTURE- Livestock/Animal Specialties,-100.0
LIVINGTRUST,2025-12-22,3.35,0.0,0.0,0.0,166758,18,552861.27,0.0,3.35,PLC,FINANCIAL SERVICES- Micro-Finance Banks,-100.0
MANSARD,2025-12-22,14.0,0.0,0.0,0.0,487173,104,6304231.86,0.0,14.0,PLC,FINANCIAL SERVICES- Banking,-100.0
MAYBAKER,2025-12-22,17.8,0.0,0.0,0.0,278295,93,4750955.5,0.0,17.8,HEALTHCARE,HEALTHCARE- Pharmaceuticals,-100.0
MBENEFIT,2025-12-22,3.18,3.27,3.18,3.18,13159019,201,42138122.93,0.0,3.18,PLC,FINANCIAL SERVICES- Banking,0.0
MCNICHOLS,2025-12-22,2.9,3.18,2.9,2.95,2759702,84,8130523.06,0.05,2.9,CONSUMER GOODS,CONSUMER GOODS- Food Products,1.72
MECURE,2025-12-22,55.0,60.3,60.3,60.3,656380,209,38456026.6,5.3,55.0,HEALTHCARE,HEALTHCARE- Pharmaceuticals,9.64
MEYER,2025-12-22,13.1,0.0,0.0,0.0,17079,9,230564.85,0.0,13.1,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
MOFIREIF,2025-12-22,100.0,0.0,0.0,0.0,0,0,0.0,0.0,100.0,,,-100.0
MORISON,2025-12-22,4.69,0.0,0.0,0.0,199,2,1024.85,0.0,4.69,HEALTHCARE,HEALTHCARE- Medical Supplies,-100.0
MTNN,2025-12-22,531.7,0.0,0.0,0.0,934008,2287,465233947.1,0.0,531.7,ICT,ICT- Telecommunications Services,-100.0
MULTITREX [DWL],2025-12-22,0.36,0.0,0.0,0.0,0,0,0.0,0.0,0.36,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
MULTIVERSE,2025-12-22,12.15,0.0,0.0,0.0,72292,32,911385.85,0.0,12.15,PLC,NATURAL RESOURCES- Mining Services,-100.0
NAHCO,2025-12-22,109.5,0.0,0.0,0.0,300992,177,32631518.15,0.0,109.5,SERVICES,SERVICES- Transport-Related Services,-100.0
NASCON,2025-12-22,107.95,0.0,0.0,0.0,263714,109,27304811.95,0.0,107.95,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
NB,2025-12-22,79.5,0.0,0.0,0.0,1521075,393,120364536.55,0.0,79.5,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-100.0
NCR,2025-12-22,72.7,0.0,0.0,0.0,65840,80,4583670.55,0.0,72.7,ICT,ICT- IT Services,-100.0
NEIMETH,2025-12-22,6.15,0.0,0.0,0.0,614292,115,3809998.15,0.0,6.15,HEALTHCARE,HEALTHCARE- Pharmaceuticals,-100.0
NEM,2025-12-22,26.3,25.3,23.7,25.3,5639256,179,135015002.15,-1.0,26.3,PLC,FINANCIAL SERVICES- Banking,-3.8
NESTLE,2025-12-22,1958.0,0.0,0.0,0.0,9935,200,19443982.9,0.0,1958.0,CONSUMER GOODS,CONSUMER GOODS- Food Products--Diversified,-100.0
NGXGROUP,2025-12-22,66.75,63.85,63.85,63.85,1481859,218,93484729.65,-2.9,66.75,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,-4.34
NIDF,2025-12-22,115.0,0.0,0.0,0.0,212412,116,24043784.9,0.0,115.0,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Infrastructure/Heavy Construction,-100.0
NNFM,2025-12-22,84.3,0.0,0.0,0.0,5963,17,452591.7,0.0,84.3,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
NPFMCRFBK,2025-12-22,3.74,3.78,3.7,3.75,2990251,171,11185470.05,0.01,3.74,PLC,FINANCIAL SERVICES- Micro-Finance Banks,0.27
NSLTECH,2025-12-22,0.78,0.79,0.76,0.78,14656547,82,11427630.0,0.0,0.78,SERVICES,SERVICES- Specialty,0.0
OANDO,2025-12-22,38.35,38.65,38.0,38.0,4295992,494,163990578.5,0.0,38.0,OIL AND GAS,OIL AND GAS- Integrated Oil and Gas Services,0.0
OKOMUOIL,2025-12-22,1109.0,0.0,0.0,0.0,212295,586,229490781.7,0.0,1109.0,AGRICULTURE,AGRICULTURE- Crop Production,-100.0
OMATEK,2025-12-22,1.09,1.17,1.08,1.1,2380945,75,2630242.08,0.01,1.09,ICT,ICT- Computers and Peripherals,0.92
PHARMDEKO [RST],2025-12-22,1.83,0.0,0.0,0.0,0,0,0.0,0.0,1.83,PHARMACEUTICALS PLC,HEALTHCARE- Pharmaceuticals,-100.0
PREMPAINTS [MRF],2025-12-22,10.0,0.0,0.0,0.0,0,0,0.0,0.0,10.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
PRESCO,2025-12-22,1430.0,1450.0,1450.0,1450.0,275675,465,399405638.9,20.0,1430.0,AGRICULTURE,AGRICULTURE- Crop Production,1.4
PRESTIGE [BLS],2025-12-22,1.62,1.52,1.51,1.51,1294074,43,1987444.65,-0.11,1.62,PLC,FINANCIAL SERVICES- Banking,-6.79
PZ,2025-12-22,47.0,47.4,47.0,47.0,2887965,312,135998637.0,0.0,47.0,CONSUMER GOODS,CONSUMER GOODS- Personal/Household Products,0.0
REDSTAREX,2025-12-22,8.7,0.0,0.0,0.0,86792,24,758613.4,0.0,8.7,SERVICES,SERVICES- Courier/Freight/Delivery,-100.0
REGALINS,2025-12-22,1.01,1.03,0.98,0.99,3951696,69,3932445.87,-0.02,1.01,PLC,FINANCIAL SERVICES- Banking,-1.98
RONCHESS,2025-12-22,81.0,0.0,0.0,0.0,0,0,0.0,0.0,81.0,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Building Construction,-100.0
ROYALEX,2025-12-22,1.77,1.94,1.94,1.94,7758524,100,15045118.62,0.17,1.77,PLC,NATURAL RESOURCES- Metals,9.6
RTBRISCOE,2025-12-22,3.3,3.35,3.32,3.35,1426796,44,4736042.55,0.05,3.3,SERVICES,SERVICES- Automobile/Auto Part Retailers,1.52
SCOA,2025-12-22,7.1,0.0,0.0,0.0,8094,15,62309.0,0.0,7.1,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
SEPLAT,2025-12-22,5809.0,0.0,0.0,0.0,83333,233,441873843.9,0.0,5809.0,OIL AND GAS,OIL AND GAS- Exploration and Production,-100.0
SFSREIT,2025-12-22,418.75,0.0,0.0,0.0,6843,71,2826509.7,0.0,418.75,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Real Estate Investment Trusts (REITs),-100.0
SKYAVN,2025-12-22,88.45,0.0,0.0,0.0,2318,9,184628.7,0.0,88.45,PLC,SERVICES- Transport-Related Services,-100.0
SOVRENINS,2025-12-22,3.87,4.18,3.9,3.95,7869107,154,32012591.53,0.08,3.87,PLC,FINANCIAL SERVICES- Banking,2.07
STACO [DWL],2025-12-22,0.48,0.0,0.0,0.0,0,0,0.0,0.0,0.48,PLC,FINANCIAL SERVICES- Banking,-100.0
STANBIC,2025-12-22,95.2,0.0,0.0,0.0,274715,272,27208012.95,0.0,95.2,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,-100.0
STERLINGNG,2025-12-22,7.1,7.3,7.0,7.3,3353236,371,24101821.85,0.2,7.1,INCORPORATED,FINANCIAL SERVICES- Banking,2.82
SUNUASSUR [BLS],2025-12-22,4.73,5.17,5.17,5.17,891583,65,4505396.94,0.44,4.73,PLC,FINANCIAL SERVICES- Banking,9.3
TANTALIZER,2025-12-22,2.69,2.95,2.43,2.53,49160017,470,124847084.83,-0.16,2.69,SERVICES,SERVICES- Hospitality,-5.95
THOMASWY [MRS],2025-12-22,2.75,0.0,0.0,0.0,0,0,0.0,0.0,2.75,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
TIP,2025-12-22,12.5,12.55,12.55,12.55,1180125,160,14737012.6,0.05,12.5,SERVICES,SERVICES- Waste Management,0.4
TOTAL,2025-12-22,640.0,0.0,0.0,0.0,7053,71,4062528.0,0.0,640.0,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
TRANSCOHOT,2025-12-22,155.6,0.0,0.0,0.0,79081,81,11386358.9,0.0,155.6,SERVICES,SERVICES- Hotels/Lodging,-100.0
TRANSCORP,2025-12-22,41.0,0.0,0.0,0.0,736970,231,30186554.95,0.0,41.0,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
TRANSEXPR,2025-12-22,2.15,0.0,0.0,0.0,450,1,967.5,0.0,2.15,SERVICES,SERVICES- Courier/Freight/Delivery,-100.0
TRANSPOWER,2025-12-22,307.0,0.0,0.0,0.0,108909,72,30091556.7,0.0,307.0,UTILITIES,UTILITIES- Electric Power Generation,-100.0
TRIPPLEG,2025-12-22,4.42,0.0,0.0,0.0,24348,16,102126.03,0.0,4.42,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Packaging/Containers,-100.0
UACN,2025-12-22,87.75,0.0,0.0,0.0,330118,198,29369262.25,0.0,87.75,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
UBA,2025-12-22,40.3,40.3,39.0,39.0,9771549,1132,387526726.6,-1.0,40.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,-2.5
UCAP,2025-12-22,17.85,18.35,18.05,18.05,1435400,188,25977353.95,0.2,17.85,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,1.12
UHOMREIT,2025-12-22,51.85,0.0,0.0,0.0,46462,48,2534314.8,0.0,51.85,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Real Estate Investment Trusts (REITs),-100.0
UNILEVER,2025-12-22,72.0,0.0,0.0,0.0,3225850,179,213040538.0,0.0,72.0,CONSUMER GOODS,CONSUMER GOODS- Personal/Household Products,-100.0
UNIONDICON [DWL],2025-12-22,6.6,7.2,7.0,7.0,1233799,85,8655621.15,0.4,6.6,CONSUMER GOODS,CONSUMER GOODS- Food Products,6.06
UNITYBNK [MRF],2025-12-22,1.51,0.0,0.0,0.0,0,0,0.0,0.0,1.51,PLC,FINANCIAL SERVICES- Banking,-100.0
UNIVINSURE,2025-12-22,1.15,1.16,1.15,1.16,1367116,53,1580690.54,0.01,1.15,PLC,FINANCIAL SERVICES- Banking,0.87
UPDC [BLS],2025-12-22,5.15,5.25,5.15,5.15,1175412,116,6052598.5,0.0,5.15,FUND,CONSTRUCTION/REAL ESTATE- Real Estate Development,0.0
UPDCREIT,2025-12-22,6.95,6.95,6.9,6.9,3011208,250,20821894.7,-0.05,6.95,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Real Estate Investment Trusts (REITs),-0.72
UPL,2025-12-22,6.0,0.0,0.0,0.0,46411,15,281247.55,0.0,6.0,SERVICES,SERVICES- Printing/Publishing,-100.0
VANLEER [DIP],2025-12-22,5.45,0.0,0.0,0.0,0,0,0.0,0.0,5.45,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Packaging/Containers,-100.0
VERITASKAP,2025-12-22,1.75,1.77,1.75,1.77,11230326,133,19745475.45,0.02,1.75,PLC,FINANCIAL SERVICES- Banking,1.14
VFDGROUP,2025-12-22,10.6,10.6,10.6,10.6,2278332,149,24223780.25,0.0,10.6,INVESTMENT,INVESTMENT- Diversified Industries,0.0
VITAFOAM,2025-12-22,94.6,0.0,0.0,0.0,300704,228,27437675.35,0.0,94.6,CONSUMER GOODS,CONSUMER GOODS- Household Durables,-100.0
WAPCO,2025-12-22,133.0,133.0,133.0,133.0,5562989,481,730065519.7,0.0,133.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,0.0
WAPIC,2025-12-22,2.95,2.96,2.95,2.95,2874816,88,8532993.87,0.0,2.95,PLC,FINANCIAL SERVICES- Banking,0.0
WEMABANK,2025-12-22,19.1,19.1,19.0,19.0,4504123,373,85759389.45,-0.1,19.1,PLC,FINANCIAL SERVICES- Banking,-0.52
ZENITHBANK,2025-12-22,63.3,63.4,63.0,63.0,15231364,1437,962718920.4,-0.3,63.3,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,-0.47
